lambda_um,neff
1.45,2.792359965533309
1.46,2.784808203349797
1.47,2.7772702369456006
1.48,2.7697455786164094
1.49,2.762233757575612
1.5,2.7547343191717513
1.51,2.7472468241477697
1.52,2.7397708479403335
1.53,2.7323059800170557
1.54,2.7248518232481977
1.55,2.7174079933136004
1.56,2.7099741181396393
1.57,2.702549837367192
1.58,2.6951348018474586
1.59,2.6877286731646675
1.6,2.6803311231843705
1.61,2.6729418336255715
1.62,2.6655604956558547
1.6300000000000001,2.658186809507842
1.6400000000000001,2.6508204841164593
1.6500000000000001,2.6434612367755865
