lambda_um,neff
1.45,2.662523628761087
1.46,2.65276505064123
1.47,2.642994364860297
1.48,2.7683621600659705
1.49,2.7608226796958246
1.5,2.753294988844617
1.51,2.7457786304122225
1.52,2.738273161446994
1.53,2.7307781524699015
1.54,2.7232931868328056
1.55,2.715817860111381
1.56,2.7083517795283054
1.57,2.7008945634066723
1.58,2.6934458406513473
1.59,2.7785907267672108
1.6,2.772549793336399
1.61,2.7665296152185035
1.62,2.760529930304251
1.6300000000000001,2.754550485007132
1.6400000000000001,2.748591033878369
1.6500000000000001,2.742651339240869
