lambda_um,neff
1.45,2.7560505930574393
1.46,2.747899828148657
1.47,2.7397566225528607
1.48,2.7316204566936144
1.49,2.7234908281577055
1.5,2.7153672509313074
1.51,2.7072492546784512
1.52,2.6991363840604667
1.53,2.691028198094321
1.54,2.6829242695462785
1.55,2.674824184361567
1.56,2.6667275411253253
1.57,2.6586339505554344
1.58,2.650543035024205
1.59,2.6424544281083215
1.6,2.6343677741652045
1.61,2.6262827279348198
1.62,2.6181989541653463
1.6300000000000001,2.6101161272618834
1.6400000000000001,2.602033930957019
1.6500000000000001,2.593952058002518
