lambda_um,neff
1.45,2.5904855095689316
1.46,2.5795276195569468
1.47,2.5685461104131937
1.48,2.557540305218983
1.49,2.546509549764852
1.5,2.5354532122724094
1.51,2.524370683190511
1.52,2.513261375066619
1.53,2.5021247224935856
1.54,2.4909601821303733
1.55,2.4797672328001674
1.56,2.468545375663521
1.57,2.4572941344701524
1.58,2.4460130558893556
1.59,2.43470170992125
1.6,2.4233596903909462
1.61,2.4119866155276553
1.62,2.400582128631305
1.6300000000000001,2.389145898829631
1.6400000000000001,2.3776776219288664
1.6500000000000001,2.36617702136174
