lambda_um,neff
1.45,2.687415277284178
1.46,2.678093624777452
1.47,2.668765628922286
1.48,2.659430632276699
1.49,2.8136456403382697
1.5,2.80696331423374
1.51,2.800300964867803
1.52,2.793658203087844
1.53,2.787034653513413
1.54,2.7804299538943837
1.55,2.7738437545038583
1.56,2.7672757175608997
1.57,2.760725516683603
1.58,2.7541928363696018
1.59,2.747677371503073
1.6,2.7411788268867174
1.61,2.73469691679714
1.62,2.7282313645625393
1.6300000000000001,2.721781902161442
1.6400000000000001,2.715348269841358
1.6500000000000001,2.708930215756447
