lambda_um,neff
1.45,2.80697254639266
1.46,2.799660497957019
1.47,2.792364701231668
1.48,2.7850846806406495
1.49,2.777819977458107
1.5,2.770570149021075
1.51,2.763334767983848
1.52,2.7561134216121244
1.53,2.7489057111152415
1.54,2.741711251012395
1.55,2.734529668533767
1.56,2.727360603052115
1.57,2.720203705544154
1.58,2.7130586380806405
1.59,2.7059250733423728
1.6,2.6988026941618157
1.61,2.691691193088357
1.62,2.6845902719761874
1.6300000000000001,2.677499641593371
1.6400000000000001,2.670419021251303
1.6500000000000001,2.663348138453446
