lambda_um,neff
1.45,2.8068109637423637
1.46,2.799495770322149
1.47,2.792196784225296
1.48,2.784913529384145
1.49,2.77764554657603
1.5,2.770392392636678
1.51,2.7631536397139054
1.52,2.755928874562359
1.53,2.7487176978749095
1.54,2.741519723649686
1.55,2.7343345785907442
1.56,2.727161901539495
1.57,2.7200013429365364
1.58,2.7128525643112527
1.59,2.7057152377980227
1.6,2.698589045677767
1.61,2.6914736799432464
1.62,2.684368841886745
1.6300000000000001,2.6772742417093776
1.6400000000000001,2.670189598150284
1.6500000000000001,2.663114638135565
