lambda_um,neff
1.45,2.8087011085529605
1.46,2.8014177574481303
1.47,2.7941509601288845
1.48,2.7869002427034504
1.49,2.7796651481270738
1.5,2.7724452354145876
1.51,2.765240078894243
1.52,2.7580492675014083
1.53,2.7508724041103285
1.54,2.743709104899968
1.55,2.7365589987544947
1.56,2.729421726694279
1.57,2.7222969413371145
1.58,2.7151843063872727
1.59,2.7080834961512807
1.6,2.7009941950785765
1.61,2.6939160973266945
1.62,2.6868489063479064
1.6300000000000001,2.679792334497953
1.6400000000000001,2.6727461026647887
1.6500000000000001,2.6657099399164883
