lambda_um,neff
1.45,2.638478130331173
1.46,2.6282984345217613
1.47,2.765383906883824
1.48,2.7576596651330356
1.49,2.749945851518183
1.5,2.7422419817786086
1.51,2.7345475864520687
1.52,2.7268622101617668
1.53,2.719185410941315
1.54,2.7115167595938865
1.55,2.8000706298645675
1.56,2.793900066384295
1.57,2.787750999653832
1.58,2.7816231277427867
1.59,2.7755161590034825
1.6,2.769429811599835
1.61,2.7633638130593043
1.62,2.7573178998474472
1.6300000000000001,2.7512918169631266
1.6400000000000001,2.7452853175537024
1.6500000000000001,2.73929816254924
