lambda_um,neff
1.45,2.6670910653270448
1.46,2.6574108699546435
1.47,2.6477195136478415
1.48,2.770402600010215
1.49,2.762895853598661
1.5,2.75540123011548
1.51,2.7479182744032005
1.52,2.7404465454576443
1.53,2.7329856157518186
1.54,2.725535070593925
1.55,2.7180945075199707
1.56,2.710663535716584
1.57,2.7032417754743627
1.58,2.6958288576683453
1.59,2.688424423265803
1.6,2.7731447053820353
1.61,2.7671331472641127
1.62,2.761142156516936
1.6300000000000001,2.755171479764788
1.6400000000000001,2.7492208717671556
1.6500000000000001,2.7432900950525774
