lambda_um,neff
1.45,2.7469237564426097
1.46,2.738611894845951
1.47,2.73030531627938
1.48,2.722003460620214
1.49,2.71370578384443
1.5,2.7054117572368472
1.51,2.815945893349485
1.52,2.809546439354581
1.53,2.803168500160459
1.54,2.7968117226145783
1.55,2.790475766028471
1.56,2.7841603015982272
1.57,2.7778650118555417
1.58,2.7715895901461245
1.59,2.7653337401343814
1.6,2.759097175333216
1.61,2.7528796186570257
1.62,2.7466808019971976
1.6300000000000001,2.7405004658183496
1.6400000000000001,2.7343383587745915
1.6500000000000001,2.728194237344732
