lambda_um,neff
1.45,2.6997462368835543
1.46,2.6906375835548464
1.47,2.6815251556165207
1.48,2.6724083199726123
1.49,2.6632864591923004
1.5,2.8101349184767357
1.51,2.803522692705104
1.52,2.7969305434876843
1.53,2.7903580976256834
1.54,2.783804995041246
1.55,2.7772708881699186
1.56,2.770755441382805
1.57,2.764258330439335
1.58,2.757779241967171
1.59,2.751317872968788
1.6,2.7448739303528833
1.61,2.738447130489261
1.62,2.7320371987860246
1.6300000000000001,2.725643869287823
1.6400000000000001,2.7192668842937517
1.6500000000000001,2.7129059939947338
