lambda_um,neff
1.45,2.763000159960593
1.46,2.754966600272431
1.47,2.746941888301627
1.48,2.738925512578145
1.49,2.7309169787715537
1.5,2.7229158089233216
1.51,2.7149215407213063
1.52,2.706933726814809
1.53,2.698951934168529
1.54,2.6909757434514345
1.55,2.6830047484615416
1.56,2.6750385555815983
1.57,2.6670767832664453
1.58,2.6591190615590845
1.59,2.6511650316343927
1.6,2.6432143453693655
1.61,2.6352666649381065
1.62,2.627321662430611
1.6300000000000001,2.6193790194941102
1.6400000000000001,2.6114384269959587
1.6500000000000001,2.603499584707258
