lambda_um,neff
1.45,2.778880448338697
1.46,2.771107078380682
1.47,2.7633452184277503
1.48,2.7555943693672913
1.49,2.7478540490830152
1.5,2.740123791678195
1.51,2.732403146740713
1.52,2.724691678648287
1.53,2.716988965912196
1.54,2.7092946005554994
1.55,2.701608187526627
1.56,2.6939293441436836
1.57,2.68625769956951
1.58,2.678592894315284
1.59,2.6709345797711883
1.6,2.663282417763007
1.61,2.6556360801328203
1.62,2.6479952483430464
1.6300000000000001,2.640359613102347
1.6400000000000001,2.632728874012378
1.6500000000000001,2.6251027392346895
