lambda_um,neff
1.45,2.3649704424133375
1.46,2.349999965040942
1.47,2.334959574481991
1.48,2.3198488421633923
1.49,2.3046674380187735
1.5,2.2894151376741654
1.51,2.274091830366924
1.52,2.2586975276523416
1.53,2.243232372955699
1.54,2.227696652028602
1.55,2.2120908043774894
1.56,2.1964154357288677
1.57,2.1806713316050654
1.58,2.16485947208321
1.59,2.1489810478138667
1.6,2.13303747737715
1.61,2.117030426053684
1.62,2.100961826087207
1.6300000000000001,2.084833898512587
1.6400000000000001,2.068649176618297
1.6500000000000001,2.052410531104394
