lambda_um,neff
1.45,2.8000213678966266
1.46,2.7925951564781726
1.47,2.785184024388923
1.48,2.77778749017211
1.49,2.7704050892488206
1.5,2.763036373132965
1.51,2.7556809086877387
1.52,2.7483382774219582
1.53,2.741008074824459
1.54,2.7336899097327763
1.55,2.7263834037368206
1.56,2.719088190612457
1.57,2.7118039157861866
1.58,2.7045302358274936
1.59,2.6972668179676336
1.6,2.6900133396443437
1.61,2.6827694880699555
1.62,2.6755349598223894
1.6300000000000001,2.668309460457453
1.6400000000000001,2.661092704141635
1.6500000000000001,2.653884413304194
