lambda_um,neff
1.45,2.6204455942761333
1.46,2.609948189460131
1.47,2.757519299597405
1.48,2.7496660519689837
1.49,2.7418218538200545
1.5,2.733986211460348
1.51,2.7261586459486686
1.52,2.718338692380927
1.53,2.8103833171680086
1.54,2.804136805874456
1.55,2.797912132907889
1.56,2.7917089731758327
1.57,2.785527012894716
1.58,2.7793659490671856
1.59,2.773225488986395
1.6,2.767105349764775
1.61,2.76100525788641
1.62,2.7549249487817162
1.6300000000000001,2.748864166422673
1.6400000000000001,2.7428226629385573
1.6500000000000001,2.7368001982501005
