lambda_um,neff
1.45,2.8157704223248974
1.46,2.8086017939826933
1.47,2.8014508623287417
1.48,2.7943171584851676
1.49,2.7872002303835455
1.5,2.780099641975505
1.51,2.773014972484729
1.52,2.765945815698445
1.53,2.758891779297056
1.54,2.751852484217842
1.55,2.744827564053283
1.56,2.7378166644794995
1.57,2.7308194427156742
1.58,2.7238355670096466
1.59,2.7168647161519344
1.6,2.709906579013875
1.61,2.702960854109348
1.62,2.696027249179294
1.6300000000000001,2.6891054807973704
1.6400000000000001,2.6821952739956414
1.6500000000000001,2.675296361909567
