lambda_um,neff
1.45,2.7605598325559195
1.46,2.7524765836165717
1.47,2.744401155373211
1.48,2.7363330068781404
1.49,2.728271613404473
1.5,2.7202164656544463
1.51,2.7121670690092894
1.52,2.8132207005095915
1.53,2.8068994640077576
1.54,2.8005999200594
1.55,2.794321730022474
1.56,2.788064567127281
1.57,2.781828115926459
1.58,2.775612071773244
1.59,2.7694161403257493
1.6,2.7632400370762538
1.61,2.7570834869039604
1.62,2.750946223649876
1.6300000000000001,2.7448279897127246
1.6400000000000001,2.7387285356647477
1.6500000000000001,2.7326476198865004
