lambda_um,neff
1.45,2.8324779860891796
1.46,2.825580665070527
1.47,2.8187037442342264
1.48,2.811846766781331
1.49,2.8050092926536143
1.5,2.7981908977406915
1.51,2.791391173128093
1.52,2.7846097243854486
1.53,2.7778461708920816
1.54,2.7711001451966966
1.55,2.7643712924118464
1.56,2.7576592696381446
1.57,2.750963745418963
1.58,2.7442843992226296
1.59,2.7376209209510383
1.6,2.7309730104733196
1.61,2.7243403771830073
1.62,2.717722739577542
1.6300000000000001,2.7111198248587467
1.6400000000000001,2.7045313685534467
1.6500000000000001,2.697957114153176
