lambda_um,neff
1.45,2.6946532385161355
1.46,2.685474816541916
1.47,2.676292847391249
1.48,2.66710675080062
1.49,2.657915964486069
1.5,2.648719943449183
1.51,2.639518159329509
1.52,2.6303100998017563
1.53,2.6210952680162745
1.54,2.6118731820792904
1.55,2.602643374573797
1.56,2.593405392116786
1.57,2.584158794953488
1.58,2.5749031565861173
1.59,2.5656380634364675
1.6,2.5563631145412744
1.61,2.54707792127921
1.62,2.537782107128714
1.6300000000000001,2.5284753074558486
1.6400000000000001,2.519157169331657
1.6500000000000001,2.5098273513783798
