lambda_um,neff
1.45,2.753914188462075
1.46,2.745719392078867
1.47,2.7375311757507026
1.48,2.729348989094242
1.49,2.721172297883874
1.5,2.7130005832606305
1.51,2.704833340982792
1.52,2.8114283652490215
1.53,2.80507941234863
1.54,2.79875189124215
1.55,2.7924454622570516
1.56,2.7861597975985597
1.57,2.779894580800361
1.58,2.7736495062028
1.59,2.767424278457409
1.6,2.761218612056399
1.61,2.755032230885583
1.62,2.7488648677995293
1.6300000000000001,2.742716264217577
1.6400000000000001,2.736586169739937
1.6500000000000001,2.7304743417825756
