lambda_um,neff
1.45,2.7430299085418968
1.46,2.734652049494994
1.47,2.7262787201445735
1.48,2.717909354169553
1.49,2.7095434012985242
1.5,2.7011803265201095
1.51,2.8149150314777427
1.52,2.8084994472616236
1.53,2.8021052230773273
1.54,2.795732005114072
1.55,2.789379452027903
1.56,2.7830472343624613
1.57,2.7767350340000045
1.58,2.7704425436400157
1.59,2.7641694663039535
1.6,2.7579155148651466
1.61,2.751680411602034
1.62,2.7454638877736803
1.6300000000000001,2.7392656832160793
1.6400000000000001,2.7330855459587524
1.6500000000000001,2.7269232318598964
