lambda_um,neff
1.45,2.7266422669631134
1.46,2.7179882860314244
1.47,2.709335719458995
1.48,2.7006839762282695
1.49,2.6920324812118253
1.5,2.6833806743863384
1.51,2.8105875664723534
1.52,2.804104815987465
1.53,2.7976427932928742
1.54,2.7912011421322256
1.55,2.7847795187318147
1.56,2.7783775912221578
1.57,2.7719950390894086
1.58,2.765631552654488
1.59,2.7592868325784554
1.6,2.7529605893929214
1.61,2.746652543053865
1.62,2.7403624225176677
1.6300000000000001,2.734089965338155
1.6400000000000001,2.7278349172836154
1.6500000000000001,2.7215970319726317
