lambda_um,neff
1.45,2.6676091823953
1.46,2.829051772670711
1.47,2.822230437069187
1.48,2.815429584695185
1.49,2.808648777676291
1.5,2.8018875940722054
1.51,2.7951456271223667
1.52,2.788422484533298
1.53,2.7817177878036183
1.54,2.775031171583131
1.55,2.7683622830664767
1.56,2.761710781416733
1.57,2.7550763372193483
1.58,2.7484586319636293
1.59,2.7418573575505314
1.6,2.735272215825617
1.61,2.728702918135474
1.62,2.7221491849062085
1.6300000000000001,2.7156107452434024
1.6400000000000001,2.709087336551554
1.6500000000000001,2.7025787041729994
