lambda_um,neff
1.45,2.6390938514789286
1.46,2.6289733817817456
1.47,2.6188388940436176
1.48,2.608689754642843
1.49,2.5985253497118026
1.5,2.588345084594773
1.51,2.5781483833616328
1.52,2.5679346883765044
1.53,2.557703459920778
1.54,2.5474541758671383
1.55,2.5371863314067036
1.56,2.5268994388253465
1.57,2.5165930273307757
1.58,2.506266642928897
1.59,2.495919848349275
1.6,2.4855522230200298
1.61,2.475163363091623
1.62,2.464752881510092
1.6300000000000001,2.4543204081398198
1.6400000000000001,2.4438655899365953
1.6500000000000001,2.433388091171663
