lambda_um,neff
1.45,2.8035165524986825
1.46,2.7961475204263593
1.47,2.7887941494739747
1.48,2.781455960976522
1.49,2.774132493129666
1.5,2.7668233002036855
1.51,2.759527951798876
1.52,2.7522460321405804
1.53,2.7449771394125344
1.54,2.7377208851239887
1.55,2.730476893512486
1.56,2.7232448009758343
1.57,2.7160242555354506
1.58,2.7088149163271407
1.59,2.7016164531187252
1.6,2.694428545852765
1.61,2.6872508842134657
1.62,2.6800831672157326
1.6300000000000001,2.672925102815917
1.6400000000000001,2.665776407542708
1.6500000000000001,2.6586368061475354
