lambda_um,neff
1.45,2.6303254963722424
1.46,2.6200049592827406
1.47,2.7618193477670707
1.48,2.754037552564913
1.49,2.7462655942633427
1.5,2.738502985103242
1.51,2.7307492521167696
1.52,2.7230039364149947
1.53,2.7152665925136166
1.54,2.8052992413075075
1.55,2.799092438549537
1.56,2.7929073176604384
1.57,2.786743565558251
1.58,2.780600879944425
1.59,2.774478968807799
1.6,2.7683775499533363
1.61,2.762296350554461
1.62,2.7562351067273707
1.6300000000000001,2.750193563126571
1.6400000000000001,2.744171472560161
1.6500000000000001,2.73816859562399
