lambda_um,neff
1.45,2.833474518079356
1.46,2.8265936083426486
1.47,2.819733267575373
1.48,2.8128930398497145
1.49,2.8060724859770905
1.5,2.7992711827149694
1.51,2.7924887220150283
1.52,2.785724710311012
1.53,2.7789787678441598
1.54,2.772250528022778
1.55,2.7655396368165106
1.56,2.7588457521803593
1.57,2.752168543509252
1.58,2.745507691119956
1.59,2.738862885759552
1.6,2.732233828138985
1.61,2.725620228489806
1.62,2.7190218061436227
1.6300000000000001,2.712438289132437
1.6400000000000001,2.7058694138088333
1.6500000000000001,2.699314924485442
