lambda_um,neff
1.45,2.6718234860176326
1.46,2.8300593843188646
1.47,2.823254758652319
1.48,2.816470792164194
1.49,2.809707047984945
1.5,2.802963105177366
1.51,2.7962385579841706
1.52,2.7895330151151305
1.53,2.7828460990719956
1.54,2.776177445507389
1.55,2.769526702618429
1.56,2.7628935305700666
1.57,2.7562776009489127
1.58,2.7496785962445713
1.59,2.7430962093572875
1.6,2.736530143130736
1.61,2.729980109908162
1.62,2.7234458311109617
1.6300000000000001,2.7169270368381073
1.6400000000000001,2.7104234654857606
1.6500000000000001,2.7039348633857005
