lambda_um,neff
1.45,2.6719963794614325
1.46,2.6624021507718636
1.47,2.6527978523462954
1.48,2.77259323004007
1.49,2.765122317419107
1.5,2.757663909989073
1.51,2.7502175552110764
1.52,2.742782814714719
1.53,2.735359263621864
1.54,2.7279464899046797
1.55,2.720544093778063
1.56,2.7131516871224886
1.57,2.7057688929369688
1.58,2.6983953448198545
1.59,2.691030686476126
1.6,2.7737851698560054
1.61,2.767783080305965
1.62,2.761801643771951
1.6300000000000001,2.7558406072016335
1.6400000000000001,2.749899725676123
1.6500000000000001,2.7439787620436062
