lambda_um,neff
1.45,2.6143377169573023
1.46,2.6037336024790694
1.47,2.7548587539261193
1.48,2.746962261482526
1.49,2.7390743661012267
1.5,2.731194571226687
1.51,2.7233223950435614
1.52,2.815955182007584
1.53,2.8096758876500085
1.54,2.803418672589855
1.55,2.7971831995676846
1.56,2.790969143185606
1.57,2.7847761893575207
1.58,2.7786040347869565
1.59,2.772452386471022
1.6,2.7663209612294772
1.61,2.7602094852571306
1.62,2.754117693698494
1.6300000000000001,2.748045330243335
1.6400000000000001,2.741992146742216
1.6500000000000001,2.73595790284091
