lambda_um,neff
1.45,2.7617927580326036
1.46,2.7537290234947944
1.47,2.745673295710273
1.48,2.7376250344220554
1.49,2.729583715583277
1.5,2.7215488305648217
1.51,2.7135198854044726
1.52,2.81355310436472
1.53,2.807236735292605
1.54,2.8009420983942594
1.55,2.7946688550661154
1.56,2.788416678573953
1.57,2.7821852535033376
1.58,2.775974275237762
1.59,2.7697834494627185
1.6,2.763612491695185
1.61,2.7574611268361013
1.62,2.751329088745359
1.6300000000000001,2.745216119837624
1.6400000000000001,2.7391219706981165
1.6500000000000001,2.733046399717276
