lambda_um,neff
1.45,2.773757603785019
1.46,2.7658997747331235
1.47,2.758052577831507
1.48,2.7502155094969964
1.49,2.7423880831760816
1.5,2.734569828570739
1.51,2.726760290905936
1.52,2.718959030237729
1.53,2.7111656207996906
1.54,2.703379650383994
1.55,2.6956007197583722
1.56,2.687828442113181
1.57,2.6800624425401427
1.58,2.6723023575392477
1.59,2.664547834553067
1.6,2.656798531527046
1.61,2.649054116494209
1.62,2.6413142671832666
1.6300000000000001,2.6335786706487196
1.6400000000000001,2.6258470229221573
1.6500000000000001,2.61811902868367
