lambda_um,neff
1.45,2.6742708631281245
1.46,2.6647160052924326
1.47,2.6551515626813194
1.48,2.773610320131192
1.49,2.7661558745953325
1.5,2.7587141056182345
1.51,2.7512845617416257
1.52,2.7438668056802724
1.53,2.736460413645849
1.54,2.7290649747047504
1.55,2.721680090170464
1.56,2.714305373026372
1.57,2.706940447378602
1.58,2.699584947936689
1.59,2.6922385195207297
1.6,2.6849008165937303
1.61,2.7680845872448185
1.62,2.762107539220795
1.6300000000000001,2.756150929700853
1.6400000000000001,2.7502145138932392
1.6500000000000001,2.744298054772259
