lambda_um,neff
1.45,2.768269613432068
1.46,2.7603211602808044
1.47,2.7523823932851874
1.48,2.744452803993153
1.49,2.736531901020631
1.5,2.728619209280022
1.51,2.720714269250996
1.52,2.7128166362915187
1.53,2.7049258799877234
1.54,2.6970415835385517
1.55,2.689163343175876
1.56,2.681290767616005
1.57,2.6734234775417343
1.58,2.6655611051137216
1.59,2.6577032935089218
1.6,2.6498496964853135
1.61,2.6419999779713823
1.62,2.634153811679002
1.6300000000000001,2.626310880738578
1.6400000000000001,2.618470877355724
1.6500000000000001,2.6106335024881355
