lambda_um,neff
1.45,2.8002034290106237
1.46,2.792780772376841
1.47,2.78537324566074
1.48,2.7779803679776944
1.49,2.770601675326772
1.5,2.763236719805726
1.51,2.755885068867535
1.52,2.7485463046167173
1.53,2.741220023143794
1.54,2.7339058338938966
1.55,2.7266033590711674
1.56,2.719312233070887
1.57,2.712032101945744
1.58,2.704762622897268
1.59,2.6975034637951856
1.6,2.690254302721663
1.61,2.6830148275399264
1.62,2.6757847354848074
1.6300000000000001,2.6685637327755427
1.6400000000000001,2.66135153424818
1.6500000000000001,2.654147863007962
