lambda_um,neff
1.45,2.6179225373457062
1.46,2.6073832598965057
1.47,2.7564150199519646
1.48,2.7485445699131796
1.49,2.7406830088898793
1.5,2.732829842639393
1.51,2.7249845916772446
1.52,2.7171467905658413
1.53,2.81008978825454
1.54,2.8038390094344106
1.55,2.7976100345107384
1.56,2.7914025383599093
1.57,2.785216207169273
1.58,2.779050737914814
1.59,2.772905837865233
1.6,2.766781224110945
1.61,2.7606766231163142
1.62,2.7545917702945313
1.6300000000000001,2.7485264096025976
1.6400000000000001,2.742480293157682
1.6500000000000001,2.7364531808707033
