lambda_um,neff
1.45,2.752040655437749
1.46,2.7438139210103567
1.47,2.735593398023429
1.48,2.727378532966705
1.49,2.719168788459835
1.5,2.710963642461339
1.51,2.8173020648998026
1.52,2.8109234921079516
1.53,2.8045666267491987
1.54,2.7982311163429023
1.55,2.7919166208666333
1.56,2.7856228121767357
1.57,2.779349373459035
1.58,2.7730959987071873
1.59,2.7668623922271673
1.6,2.7606482681668227
1.61,2.754453350068917
1.62,2.7482773704462566
1.6300000000000001,2.7421200703778337
1.6400000000000001,2.735981199124891
1.6500000000000001,2.729860513765987
