lambda_um,neff
1.45,2.7426568752668206
1.46,2.734286145922666
1.47,2.725920711645158
1.48,2.717560042636319
1.49,2.709203626433809
1.5,2.700850967158123
1.51,2.692501584802813
1.52,2.6841550145659188
1.53,2.675810806221116
1.54,2.667468523524766
1.55,2.659127743659211
1.56,2.650788056708564
1.57,2.6424490651665793
1.58,2.6341103834743493
1.59,2.625771637586869
1.6,2.6174324645668645
1.61,2.609092512204731
1.62,2.600751438663371
1.6300000000000001,2.5924089121467957
1.6400000000000001,2.584064610591665
1.6500000000000001,2.5757182213805745
