lambda_um,neff
1.45,2.802147778170453
1.46,2.7947574701447992
1.47,2.7873826346032016
1.48,2.780022792606588
1.49,2.772677482096035
1.5,2.7653462571072036
1.51,2.7580286870262998
1.52,2.750724355885813
1.53,2.7434328616986754
1.54,2.7361538158257646
1.55,2.7288868423794077
1.56,2.721631577656395
1.57,2.7143876696016656
1.58,2.707154777300127
1.59,2.6999325704948256
1.6,2.692720729130747
1.61,2.6855189429221706
1.62,2.678326910942957
1.6300000000000001,2.671144341237876
1.6400000000000001,2.663970950454555
1.6500000000000001,2.6568064634946773
