lambda_um,neff
1.45,2.6042295084939453
1.46,2.593445982040333
1.47,2.7504679125439466
1.48,2.742499194049875
1.49,2.734538294043342
1.5,2.726584710494464
1.51,2.7186379560841667
1.52,2.8148062113905716
1.53,2.8085092454511704
1.54,2.802234194770962
1.55,2.795980721482066
1.56,2.789748499582276
1.57,2.7835372143853307
1.58,2.7773465619988036
1.59,2.77117624882831
1.6,2.7650259911065165
1.61,2.758895514445924
1.62,2.75278455341322
1.6300000000000001,2.7466928511254234
1.6400000000000001,2.740620158865489
1.6500000000000001,2.7345662357161826
