lambda_um,neff
1.45,2.6806593971779304
1.46,2.6712141032876984
1.47,2.6617605432544535
1.48,2.6522980196051917
1.49,2.76906213765682
1.5,2.761666802596939
1.51,2.7542841649345764
1.52,2.7469137901607397
1.53,2.7395552572714044
1.54,2.7322081581249797
1.55,2.7248720968345923
1.56,2.717546689190254
1.57,2.710231562111509
1.58,2.7029263531277214
1.59,2.6956307098847363
1.6,2.6883442896768637
1.61,2.681066759002237
1.62,2.762967351975984
1.6300000000000001,2.7570230980124246
1.6400000000000001,2.7510991437649457
1.6500000000000001,2.745195252518854
