lambda_um,neff
1.45,2.7176369907095435
1.46,2.7088314488326506
1.47,2.7000256124342283
1.48,2.691218877081677
1.49,2.682410654162446
1.5,2.6736003701014313
1.51,2.8082168707464157
1.52,2.801697478205169
1.53,2.7951984719685377
1.54,2.788719494534354
1.55,2.782260200893416
1.56,2.7758202579512368
1.57,2.769399343979987
1.58,2.7629971480978726
1.59,2.756613369774789
1.6,2.7502477183631844
1.61,2.743899912652087
1.62,2.7375696804436798
1.6300000000000001,2.7312567581504994
1.6400000000000001,2.724960890412918
1.6500000000000001,2.7186818297353996
